C9608532153343, Mohammad, mohammad739@outlook.com, 10, 1, Jerusalem, Unemployed family
C2772490877112, Omar, omar296@gmail.com, 2, 3, Jerusalem, Unemployed family
C3639103388507, Yousef, yousef547@yahoo.com, 2, 3, Jerusalem, Lost job due to crisis
C9784356360569, Ahmed, ahmed686@outlook.com, 2, 3, West Jerusalem, Widowed mother
C3389446101076, Laila, laila198@yahoo.com, 2, 3, West Jerusalem, Low income family
C2535331395440, Sara, sara575@yahoo.com, 2, 3, West Jerusalem, Unemployed family
C8816972090080, Omar, omar971@gmail.com, 2, 3, West Jerusalem, Single parent household
C9358662508621, Fatima, fatima959@yahoo.com, 2, 3, West Jerusalem, Single parent household
C6086749782636, Ahmed, ahmed197@outlook.com, 2, 3, West Jerusalem, Low income family
C4715989254368, Laila, laila974@hotmail.com, 2, 3, East Jerusalem, Single parent household
C5675839503331, Hassan, hassan938@hotmail.com, 2, 3, East Jerusalem, Recent house fire
C8627210608713, Fadi, fadi356@yahoo.com, 2, 3, East Jerusalem, Lost job due to crisis
C8638969695443, Ahmed, ahmed859@hotmail.com, 2, 3, East Jerusalem, Lost job due to crisis
C8898150534643, Fatima, fatima753@outlook.com, 2, 3, East Jerusalem, Medical condition in family
C9989219476958, Ahmed, ahmed828@hotmail.com, 2, 3, East Jerusalem, Low income family
C5727918546161, Omar, omar303@yahoo.com, 2, 3, East Jerusalem, Single parent household
C3578530501932, Hassan, hassan566@outlook.com, 2, 3, East Jerusalem, Widowed mother
C6620806214584, Khalid, khalid565@hotmail.com, 1, 3, Jerusalem, Recent house fire
C3001594154898, Yousef, yousef853@gmail.com, 1, 3, Jerusalem, Elderly family member
C5053891097996, Fadi, fadi276@outlook.com, 1, 3, Jerusalem, Lost job due to crisis
C7948197102568, Khalid, khalid8@yahoo.com, 1, 3, Jerusalem, Low income family
C8803483459170, Sara, sara497@outlook.com, 1, 3, Jerusalem, Parent recovering from surgery
C6706039915771, Ahmed, ahmed580@yahoo.com, 1, 3, Jerusalem, Recent house fire
C5106611297841, Fadi, fadi173@yahoo.com, 1, 3, Jerusalem, Unemployed family
C1258742375134, Laila, laila900@outlook.com, 1, 3, Jerusalem, Child with disability
C9256547549026, Amina, amina207@hotmail.com, 1, 3, West Jerusalem, Single parent household
C2699985451338, Fadi, fadi556@gmail.com, 1, 3, West Jerusalem, Elderly family member
C6977867481565, Fatima, fatima995@outlook.com, 1, 3, West Jerusalem, Recent house fire
C6627439036777, Yousef, yousef788@hotmail.com, 1, 3, West Jerusalem, Unemployed family
C1343081697487, Fatima, fatima509@gmail.com, 1, 3, West Jerusalem, Low income family
C2413355778851, Ahmed, ahmed205@outlook.com, 1, 3, West Jerusalem, Lost job due to crisis
C6467786279002, Amina, amina897@hotmail.com, 1, 3, West Jerusalem, Lost job due to crisis
C3955703302360, Sara, sara451@hotmail.com, 1, 3, West Jerusalem, Low income family
C5665928703725, Laila, laila355@gmail.com, 1, 3, West Jerusalem, Child with disability
C2785388410979, Fatima, fatima344@gmail.com, 1, 3, West Jerusalem, Unemployed family
C4292757132994, Hassan, hassan189@gmail.com, 1, 3, West Jerusalem, Single parent household
C1974474278822, Fadi, fadi732@outlook.com, 1, 3, West Jerusalem, Unemployed family
C2644003089850, Hassan, hassan568@yahoo.com, 1, 3, West Jerusalem, Medical condition in family
C4118650712935, Amina, amina515@outlook.com, 1, 3, East Jerusalem, Child with disability
C6973628093442, Sara, sara873@gmail.com, 1, 3, East Jerusalem, Low income family
C2720689467518, Amina, amina642@yahoo.com, 1, 3, East Jerusalem, Unemployed family
C4905648762408, Mohammad, mohammad961@gmail.com, 1, 3, East Jerusalem, Parent recovering from surgery
C1081821413342, Laila, laila225@hotmail.com, 1, 3, East Jerusalem, Recent house fire
C1582822350070, Laila, laila739@outlook.com, 1, 3, East Jerusalem, Medical condition in family
C1202900422162, Sara, sara671@hotmail.com, 1, 3, East Jerusalem, Elderly family member
C9894134372527, Omar, omar22@gmail.com, 1, 3, East Jerusalem, Child with disability
C7582014563817, Fatima, fatima205@hotmail.com, 10, 4, West Jerusalem, Low income family
C3854517754580, Mohammad, mohammad676@yahoo.com, 9, 4, West Jerusalem, Lost job due to crisis
C4758900143534, Sara, sara991@outlook.com, 8, 4, East Jerusalem, Parent recovering from surgery
C9801020096216, Fatima, fatima621@gmail.com, 7, 4, Jerusalem, Elderly family member
C6102134402122, Amina, amina719@outlook.com, 7, 4, East Jerusalem, Elderly family member
C1005417438099, Mohammad, mohammad772@hotmail.com, 3, 4, Jerusalem, Recent house fire
C7911143918523, Fatima, fatima54@gmail.com, 3, 4, Jerusalem, Parent recovering from surgery
C9397272241099, Mohammad, mohammad4@yahoo.com, 3, 4, West Jerusalem, Parent recovering from surgery
C2262210712962, Khalid, khalid552@gmail.com, 3, 4, East Jerusalem, Low income family
C6869499920395, Mohammad, mohammad984@yahoo.com, 2, 4, Jerusalem, Elderly family member
C3084275750672, Yousef, yousef612@hotmail.com, 2, 4, East Jerusalem, Widowed mother
C1097141997103, Mohammad, mohammad441@hotmail.com, 1, 4, Jerusalem, Parent recovering from surgery
C2704351439936, Fadi, fadi782@yahoo.com, 1, 4, West Jerusalem, Parent recovering from surgery
